input,target,metadata
What purchase did Francisco Partners make in 2014 regarding NSO and for what price?,"In 2014, the U.S.-based private equity firm Francisco Partners bought the company for $130 million.",{'revision_id': 1337168060}
What were NSO's reported annual revenues in 2015?,Annual revenues were around $150 million in 2015.,{'revision_id': 1337168060}
What happened to NSO Group in June 2017 in terms of a sale listing and employee numbers then?,"In June 2017, the company was put up for sale for more than $1 billion by Francisco Partners (roughly ten times what Francisco originally paid to acquire it in 2014). At the time it was put up for sale, NSO had almost 500 employees (up from around 50 in 2014).",{'revision_id': 1337168060}
"What transaction occurred on February 14, 2019 involving Francisco Partners, the co-founders, Novalpina Capital, and how was the company valued?","On February 14, 2019, Francisco Partners sold a majority (60%) stake of NSO back to co-founders Shalev Hulio and Omri Lavie, who were supported in the purchase by European private equity fund Novalpina Capital which specialises in investments in controversial companies. Hulio and Lavie invested $100 million, with Novalpina acquiring the remaining portion of the majority stake, thus valuing the company at approximately $1 billion. The day after the acquisition, Novalpina attempted to address the concerns raised by Citizen Lab with a letter, stating their belief that NSO operates with sufficient integrity and caution.",{'revision_id': 1337168060}
What change in control occurred at Novalpina Capital in July 2021 and which consultancy was handed control over assets including NSO?,"In July 2021, investors in Novalpina Capital stripped Novalpina Capital of control over its assets (including NSO) after an unresolved personal dispute amongst the co-founders of Novalpina Capital. Berkeley Research Group (BRG), a California-based consultancy firm, was subsequently handed control over the assets (including NSO).",{'revision_id': 1337168060}
"By BRG's takeover time in late 2021, what financial condition did NSO face and what controversial sales suggestion did CEO Shalev Hulio make?","By the time of BRG's takeover, NSO Group was in perilous financial straits, having gone months without a new sale and in risk of missing its debt payments and its November 2021 payroll payments. NSO CEO Shalev Hulio suggested to BRG that the company should improve its financial standing by starting to sell its products to high-risk customers previously deemed unacceptable, responding to objections by joking that missing debt payments was risky too. BRG was categorically opposed to the suggestion despite acknowledging that selling to high-risk customers was the only realistic way of maintaining NSO's business operations.",{'revision_id': 1337168060}
What description did BRG and a group of creditors give NSO in filings and letters in December 2021?,"In a court filing, BRG described NSO as ""valueless"" to its private equity backers; in December 2021, a group of NSO creditors described NSO as insolvent in a letter to NSO's majority shareholders.",{'revision_id': 1337168060}
What legal actions did ousted co-founders take regarding Novalpina Capital assets leading to an April 2022 UK court decision?,"Two of the ousted co-founders attempted to reclaim control over Novalpina Capital's assets by filing a lawsuit in Luxemburg, with a U.K. court allowing the case to proceed to trial in April 2022.",{'revision_id': 1337168060}
What did BRG tell an EU committee in April 2022 about NSO management's cooperation on the company's blacklisting in the U.S.?,"In an April 2022 letter, BRG told an EU committee investigating abuse of NSO's products that NSO's management has not been forthcoming in providing information about its business operations, including on the issue of the company's blacklisting in the U.S.",{'revision_id': 1337168060}
What action did the U.S. Commerce Department take after the November 2021 blacklisting and which U.S. company reportedly conducted acquisition talks with NSO in 2022?,"In the months after the November 2021 blacklisting of NSO by the U.S. Department of Commerce that resulted in an U.S. export ban for the company, and amid a campaign by the Israeli government to find a way to prevent the floundering NSO from going under, the U.S. Commerce Department sent a list of questions to NSO about how its spyware products operate. In 2022, L3Harris Technologies, a U.S. military contractor with experience in the spyware technology sector, was conducting talks on the possibility of acquiring NSO.",{'revision_id': 1337168060}
"What condition did L3Harris reportedly place on its acquisition talks in 2022 involving Pegasus source code and Five Eyes agencies, and what were Israeli authorities willing or unwilling to do?","L3Harris reportedly told their NSO counterparts that they had the blessing and backing of the U.S. government and U.S. intelligence in pursuing the acquisition as long as the Pegasus source code and the cache of zero-day vulnerabilities uncovered by NSO could be passed on to the other intelligence agencies of the Five Eyes. The Israeli authorities were reportedly willing to fulfill the latter and reluctant to comply with the former, and also insisted that Israel ultimately retain control over issuing export licences for NSO's products. The Israeli authorities were also opposed to allowing L3Harris' employees to join NSO's development team in NSO's Israeli headquarters.",{'revision_id': 1337168060}
What was the public reaction when the L3Harris acquisition talks were revealed in June 2022 and what decision did L3Harris reportedly make?,"The talks were revealed to the public by the press in June 2022, resulting in a scramble by the parties involved, with White House officials publicly condemning the negotiation in harsh terms, and L3Harris (which is heavily reliant on government contracts) reportedly notifying the U.S. government that they had abandoned the acquisition attempt.",{'revision_id': 1337168060}
What leadership and workforce changes did NSO undergo in August 2022 as it restructured toward NATO clients?,"In August 2022, Hulio stepped down from his post as CEO, with the company's COO Yaron Shohat temporarily assuming the role until a full-time replacement was to be named. Hulio's resignation from his post as CEO came amid a restructuring of the company as it attempted to focus on pursuing clients among NATO member countries. The reorganisation also entailed a downsizing NSO's workforce, with 100 employees (out of a total of 750 employees) being let go.",{'revision_id': 1337168060}
Who reportedly emerged in control of NSO Group in March 2023 after legal fights with a US financial firm called Treo?,"In March 2023, it was reported that Omri Lavie had emerged in control of the company after multiple legal fights between NSO and a US financial firm called Treo, which previously controlled the equity fund that held a majority stake in the Israeli firm.",{'revision_id': 1337168060}
What ownership changes did NSO Group confirm in October and November 2025 including the lead investor and an executive appointment?,"In October 2025, NSO Group confirmed that a group of US-based investors, led by film producer Robert Simonds, had acquired a controlling interest in the company. It was also reported that as part of the deal, which was valued in the tens of millions of dollars, co-founder Omri Lavie would be ending his relationship with the company. In November 2025 ex-Trump ambassador to Israel David Friedman was named Executive Chairman, as part of the shift of the company to U.S. ownership.",{'revision_id': 1337168060}
What did Vice Media report in late 2020 regarding NSO and the Cyprus-based offices of Circles?,"In late 2020, Vice Media published an article in which it reported that NSO Group had closed the Cyprus-based offices of Circles, the company it had acquired in 2014.",{'revision_id': 1337168060}
"What scrutiny did Access Now request in relation to NSO exports to Cyprus and Bulgaria as reported by Vice, and what did those countries reportedly say?","According to Vice, this came just over a year after an activist group known as Access Now wrote to authorities in both Cyprus and Bulgaria, asking them to further scrutinise NSO exports. Access now had stated that they had received denials from both the Bulgarian and Cypriot authorities, with both countries stating that they had not provided export licenses to the NSO group.",{'revision_id': 1337168060}
How did NSO Group describe its export regulation in The Guardian's 2021 Pegasus scandal coverage and in its Transparency and Responsibility Report 2021?,"Despite this, an article written by The Guardian during the 2021 Pegasus scandal quoted NSO Group as saying that it had been ""regulated by the export control regimes of Israel, Cyprus and Bulgaria"". NSO's own ""Transparency and Responsibility Report 2021"", published about a month before the scandal, makes the same statement, adding that those were the three countries through which NSO exported its products.",{'revision_id': 1337168060}
"What did Citizen Lab citing IntelligenceOnline say about Circles' Bulgarian office and when was it said to have been founded as a ""bogus phone company""?","Circles' Bulgarian office, in particular, was stated to have been founded as a ""bogus phone company"" in 2015 by Citizen Lab citing IntelligenceOnline, a part of Indigo Publications.",{'revision_id': 1337168060}
What 2012 contract did the Federal government of Mexico announce with NSO and what did a New York Times investigation later reveal about its use?,"In 2012, the Federal government of Mexico announced the signing of a $20 million contract with NSO. It was later revealed by a New York Times investigation that NSO's product was used to target journalists and human rights activists in the country.",{'revision_id': 1337168060}
What happened with NSO's 2015 sale to Panama and the subsequent investigation?,"In 2015, the company sold surveillance technology to the government of Panama. The contract later became the subject of a Panamanian anti-corruption investigation following its disclosure in a leak of confidential information from Italian firm Hacking Team.",{'revision_id': 1337168060}
What did NSO (through Westbridge) do in August 2016 with the San Diego Police Department and what was SDPD's response?,"In August 2016, NSO (through its U.S. subsidiary Westbridge) pitched its U.S. version of Pegasus to the San Diego Police Department (SDPD) In the marketing material, Westbridge emphasized that the company is U.S. based and majority owned by a U.S. parent company. A SDPD Sergeant responded to the sales pitch with ""sounds awesome"". The SDPD declined to purchase the spyware as it was too expensive.",{'revision_id': 1337168060}
Which African country was NSO reportedly selling Pegasus to around 2016?,"Around 2016, NSO reportedly sold Pegasus software to Ghana.",{'revision_id': 1337168060}
What legal charge was brought in June 2018 against a former NSO employee involving Pegasus?,"In June 2018, an Israeli court indicted a former employee of NSO for allegedly stealing a copy of Pegasus and attempting to sell it online for $50 million worth of cryptocurrency.",{'revision_id': 1337168060}
What accusation did Amnesty International make against NSO in August 2018 involving Saudi Arabia?,"In August 2018, the human rights group Amnesty International accused NSO of helping Saudi Arabia spy on a member of the organization's staff.",{'revision_id': 1337168060}
What did WhatsApp allege in May 2019 about a spyware injection exploit and how many users were targeted according to WhatsApp?,"In May 2019, messaging service WhatsApp alleged that a spyware injection exploit targeting its calling feature was developed by NSO. WhatsApp stated that the exploit targeted 1,400 users in 20 countries, including ""at least 100 human-rights defenders, journalists and other members of civil society"". NSO denied involvement in selecting or targeting victims, but did not explicitly deny creating the exploit. In response to the alleged cyberattack, WhatsApp sued NSO.",{'revision_id': 1337168060}
What facility did NSO begin setting up in June 2019 for the FBI and what was the FBI's decision by summer 2021?,"In June 2019, NSO began setting up a test facility in New Jersey for the FBI which had procured NSO's services, and began testing a version of Pegasus developed for U.S. government agencies to be used on U.S. phones. After two years of deliberations in the FBI and Department of Justice, the FBI decided not to deploy the tools for domestic use in the summer of 2021, with the New Jersey facility laying dormant as of early 2022. The DEA, Secret Service, and United States Africa Command had also held discussions with NSO which however did not proceed beyond that stage.",{'revision_id': 1337168060}
What incident involving an NSO employee and misuse of Pegasus did Motherboard report in April 2020?,"In April 2020, Motherboard reported about an incident that occurred several years prior in which an NSO employee used a client's Pegasus tool to spy on a love interest (a female personal acquaintance) during a work trip to the UAE. The employee broke into the client's office outside of office hours to use the tool, prompted an alert and an investigation by the client. The employee was detained by authorities, and fired by NSO, Motherboard's sources said. Sources also told Motherboard that NSO leadership held a meeting to prevent similar incidents in the future, and subsequently adopted more rigorous screening of employees that interact with clients.",{'revision_id': 1337168060}
What did Motherboard report in July 2020 about NSO's US branch and the US Secret Service in 2018?,"In July 2020, Motherboard reported that the US branch of NSO was pitching its brand of Pegasus to the US Secret Service during 2018.",{'revision_id': 1337168060}
What action did the United States take against NSO Group in November 2021 and what was the effect on NSO's access to U.S. technology?,"In November 2021, the United States added the NSO Group to its Entity List, for acting ""contrary to the foreign policy and national security interests of the US"" and it effectively bans the sale of hardware and software to the company. The listing deprived NSO of U.S. technology on which NSO relies, crippling its operations.",{'revision_id': 1337168060}
What did 86 human rights organisations call for in December 2021 regarding NSO Group and the EU?,"In December 2021, 86 human rights organisations sent a joint letter calling on the EU to impose global sanctions against NSO Group and seek to ""prohibit the sale, transfer, export and import of the Israeli company's surveillance technology"" due to the risks NSO's technology poses for human rights globally.",{'revision_id': 1337168060}
"What did Calcalist report in January 2022 about Israeli Police use of Pegasus and what did the police admit on February 1, 2022?","In January 2022, Calcalist published an investigatory piece detailing the widespread unlawful use of Pegasus by the Israeli Police. Although the Israeli Police formally denied this, some senior police officials have hinted that the claims were true. On February 1, the police admitted that there was, in fact, misuse of the software. On February 7, a second Calcalist report revealed that the warrantless surveillance was very widespread, including that of politicians and government officials, heads of corporations, journalists, activists, and Avner Netanyahu, the son of then-Prime Minister, Benjamin Netanyahu.",{'revision_id': 1337168060}
What commission did Omer Bar-Lev announce in February 2022 in response to outcry over warrantless surveillance?,"After outcry and calls for a state commission of inquiry, including from the current police commissioner himself, the Minister of Public Security (the minister responsible for the police), Omer Bar-Lev, announced that he will be forming a commission of inquiry, to be chaired by a retired judge, and whose powers will basically be indistinguishable from a state commission.",{'revision_id': 1337168060}
"What did the Citizen Lab attribute in September 2023 regarding iOS 16.6 and Pegasus, and how did Apple respond?","In September 2023, the Citizen Lab attributed with high confidence that an exploit of iOS 16.6 was being used to install Pegasus spyware on Apple devices without user interaction. Apple said that devices in Lockdown Mode was able to block the loophole and issued an update to fix the vulnerability.",{'revision_id': 1337168060}
What did Citizen Lab report in December 2020 regarding Circles and the UAE Supreme Council on National Security (SCNS)?,"In December 2020, the Citizen Lab reported that Supreme Council on National Security (SCNS) of the United Arab Emirates was set to receive both these systems. In a lawsuit filed against the NSO group in Israel, emails revealed links between Circles and several customers in the United Arab Emirates. Documents also revealed that Circles sent targets’ locations and phone records to the UAE SCNS.",{'revision_id': 1337168060}
What shipping records did Forensic News publish in September 2021 about Circles' equipment in 2020?,"In September 2021, Forensic News published shipping records showing that in 2020 Circles supplied equipment to Uzbekistan's State Security Service (SGB).",{'revision_id': 1337168060}
What did Associated Press report in October 2018 about undercover operatives pursuing two Citizen Lab researchers and their tactics?,"In October 2018, Associated Press reported that two Citizen Lab researchers were being pursued by undercover operatives with false identities. The undercover agents had been inquiring about their work involving NSO Group, and also appeared to be trying to goad the researchers into making anti-Semitic or otherwise damaging remarks.",{'revision_id': 1337168060}
"Who was the operative later identified as, and what were the subsequent denials involving NSO and Black Cube after the October 2018 AP report?","The operative was later identified as a former Israeli security official. Responding to the AP report, NSO denied any involvement. It was later also uncovered that the identified undercover agent had previously worked on a case linked to the Israeli private intelligence agency Black Cube; NSO Group subsequently denied contracting Black Cube, and Black Cube denied involvement as well.",{'revision_id': 1337168060}
What did AP report in February 2019 about additional individuals being pursued by undercover operatives related to NSO litigation coverage?,"In February 2019, Associated Press reported that at least four more individuals - three lawyers involved in lawsuits against NSO Group for alleged sales of NSO spyware to governments with poor human rights records, and one journalist who had been covering said litigation - were being pursued by undercover operatives for their work on NSO.",{'revision_id': 1337168060}
What did Channel 12 obtain and claim regarding the undercover recordings and alleged motives involving Qatar and Black Cube?,"Undercover agents again tried to goad the individuals into making racist or anti-Israel remarks. Two of the individuals were surreptitiously recorded by the undercover operatives. Channel 12, an Israeli television channel, obtained and aired the secret recordings made by the undercover operatives shortly before the AP published the revelations. Channel 12 claimed the two individuals were attempting to smear NSO Group on behalf of Qatar. Channel 12 also confirmed that Black Cube undercover investigators were involved.",{'revision_id': 1337168060}
