input,target,metadata
How did some supporters respond financially after efforts to block access to crowdfunding and bank accounts?,"In response to the efforts taken to block protestors from accessing funds via GoFundMe and other methods, reports surfaced of Bitcoin being used as an alternative source for fundraising. Individual protestors have been reported as receiving bitcoin, sometimes as much as US$8,000 equivalent.",{'revision_id': 1306144758}
What desecration at the National War Memorial drew condemnation during the convoy protests?,"Protesters were seen drinking and dancing on the Tomb of the Unknown Soldier at the National War Memorial. Chief of the Defence Staff Gen. Wayne Eyre described it as a desecration, and the Royal Canadian Legion condemned the actions.",{'revision_id': 1306144758}
What harassment did volunteers at the Shepherds of Good Hope soup kitchen report during the Ottawa protests?,"Some protesters harassed volunteers at a local soup kitchen, the Shepherds of Good Hope, demanding free food intended for Ottawa's homeless population. The kitchen tweeted: ""One member of our shelter community was assaulted by protesters. A security guard went to his aid and was threatened and called racial slurs."" Its press release said trucks were towed after blocking its ambulance drop-off zone for around half a day.",{'revision_id': 1306144758}
What did protest organizers say about when they would leave Ottawa?,"On February 2, organizers of the protest said that they would not leave Ottawa until governments across Canada ""end all mandates associated with COVID-19"", and would stay ""as long as it takes for freedom to be restored"".",{'revision_id': 1306144758}
"What did the RCMP seize and what charges followed at the Coutts, Alberta blockade?","On February 14, RCMP stepped in and arrested 13 people, seizing long guns, handguns, body armour, a large amount of ammunition and high capacity magazines. Four men were subsequently charged with conspiracy to murder RCMP officers.",{'revision_id': 1306144758}
What proportion of cross-border Canadian truck drivers were estimated to be vaccinated and how many might be unable to work cross-border routes?,"Of the 120,000 Canadian truckers, Canadian Trucking Alliance estimates that 85 per cent are already vaccinated against COVID-19, and that ""as many as 12,000 to 16,000"" Canadian truckers may not be able to work those cross-border routes because they are unvaccinated.",{'revision_id': 1306144758}
How did Teamsters Canada describe the convoy protests in their February 7 statement?,"In their February 7 statement, Teamsters Canada, representing more than 55,000 professional drivers, including approximately 15,000 long-haul truck drivers, of whom 90 per cent are vaccinated, said that the protest ""serves to delegitimize the real concerns of most truck drivers today"". The statement said that the convoy and ""the despicable display of hate led by the political right and shamefully encouraged by elected conservative politicians does not reflect the values of Teamsters Canada."".",{'revision_id': 1306144758}
What did the Canadian Trucking Alliance say about the composition and agenda of many protestors?,"A January 29 CTA statement cautioned the public that a ""great number of protestors"" have no connection to the trucking industry and ""have a separate agenda beyond a disagreement over cross border vaccine requirements"".",{'revision_id': 1306144758}
What did intelligence reports by the Integrated Terrorism Assessment Centre say some convoy supporters advocated?,"Intelligence reports by the Integrated Terrorism Assessment Centre (ITAC), which is part of CSIS, said that some convoy supporters ""advocated civil war"", had ""called for violence against prime minister Justin Trudeau"", and said the protest should be ""used as Canada's 'January 6'."".",{'revision_id': 1306144758}
What warning did the ITAC reports give about extremist involvement and the potential for violence?,"The ITAC reports, which were seen by The Guardian, warned in late January that ""extremists"" were ""likely involved"" and the ""potential for violence remained real"".",{'revision_id': 1306144758}
How many Ottawa Police Service officers serve the city and how many were reported on the streets in the most affected neighbourhoods during the protest?,"The Ottawa Police Service has 1,500 officers to serve the million residents of the city of Ottawa. During the three weeks of the protest and occupation, only 150 officers were on the streets in ""three of the most affected neighbourhoods over the course of a day"".",{'revision_id': 1306144758}
What unconstitutional action did many protesters attempt regarding the Governor General during the occupation?,"Demonstrating a misunderstanding of the functions of the Canadian monarchy, many involved in the protest called and emailed the office of the Governor General to pressure her into unconstitutionally dismissing Trudeau or dissolving Parliament, leading to Simon making a rare public statement on the role of the Governor General.",{'revision_id': 1306144758}
How did former U.S. President Donald Trump publicly respond to the Freedom Convoy and to Justin Trudeau?,"The protest was endorsed by Trump, who, during his time in power, had regularly clashed with Trudeau over policy differences. In response to the convoy, Trump referred to Trudeau as a ""far-left lunatic"" who ""has destroyed Canada"", and invited protesters to organize on Truth Social, his proposed social network.",{'revision_id': 1306144758}
What did GoFundMe executive Juan Benitez testify about the nationality of donors to the original campaign?,"On March 3, GoFundMe executive Juan Benitez testified to the House of Commons that 86 per cent of the donors to the original GoFundMe campaign were Canadian, and 88 per cent of the donated funds to the original campaign were from Canadians.",{'revision_id': 1306144758}
What did the GiveSendGo data leak reveal about the national origins of its donors?,"Of the 92,845 donations, 55.7 per cent of donors were from the United States, and 39 per cent from Canada.",{'revision_id': 1306144758}
"What did the Public Order Emergency Commission conclude in its February 17, 2023 report?","The commission, which released its report on February 17, 2023, concluded that the threshold for invoking the Emergencies Act had been met.",{'revision_id': 1306144758}
What share and approximate daily value of U.S.–Canada goods trade pass over the Ambassador Bridge?,"Twenty-five per cent of the value of ""all U.S.-Canada goods trade"" pass over the Ambassador Bridge daily—approximately $360 million in both directions a day.",{'revision_id': 1306144758}
What actions did Ontario Premier Doug Ford take on February 11 and how did he describe the situation in downtown Ottawa?,"On Day 15, February 11, Doug Ford declared a state of emergency in Ontario as protesters continued to occupy the Ambassador Bridge, while Ford referred to the situation in downtown Ottawa as a ""siege"".",{'revision_id': 1306144758}
What did Public Safety Minister Marco Mendicino testify about statements made by some Freedom Convoy organizers and leaders?,"On February 25, in sworn witness testimony to the SECU committee, Public Safety Minister Marco Mendicino, in answer to the Shadow Minister for Public Safety Raquel Dancho, stated that ""I would just point out that from the very outset of the illegal blockade, that a number of organizers and leaders of the so-called Freedom Convoy made a number of profoundly concerning and extremist statements calling for the overthrow of the government through violence."".",{'revision_id': 1306144758}
What did the GiveSendGo data leak reveal about donations from police officers and what action did that prompt?,"Some members of the Ontario Provincial Police were revealed to have donated to the convoy on GiveSendGo, prompting the OPP to launch an internal conduct investigation.",{'revision_id': 1306144758}
